taxonKey	year_2022_em_status_occs_Flanders	year_2022_em_status_occupancy_Flanders	year_2022_em_status_occs_FlandersNatura2000	year_2022_em_status_occupancy_FlandersNatura2000	year_2023_em_status_occs_Flanders	year_2023_em_status_occupancy_Flanders	year_2023_em_status_occs_FlandersNatura2000	year_2023_em_status_occupancy_FlandersNatura2000	year_2024_em_status_occs_Flanders	year_2024_em_status_occupancy_Flanders	year_2024_em_status_occs_FlandersNatura2000	year_2024_em_status_occupancy_FlandersNatura2000	mean_growth	taxonName	class	clasKey	kingdom
2685361	1	1	3	1	1	1	3	1	1	1	3	1	0.9526338587716254	Abies grandis (Douglas ex D.Don) Lindl.	Pinopsida	194	Plantae
2685484	1	1	1	1	1	1	2	3	1	1	2	2	0.9528109087439562	Abies alba Mill.	Pinopsida	194	Plantae
2685552	2	1			2	1			2	1			0.8156050234551587	Abies nordmanniana (Steven) Spach	Pinopsida	194	Plantae
2685796	1	1	1	1	1	1	1	1	1	1	1	1	0.8205724719132715	Pseudotsuga menziesii (Mirb.) Franco	Pinopsida	194	Plantae
2686157	0	1	0	0	0	1	0	0	0	1	0	0	0.6529039184873356	Larix kaempferi (Lamb.) Carrière	Pinopsida	194	Plantae
2686212	0	1	0	1	0	1	0	1	0	1	0	1	0.6554799324938695	Larix decidua Mill.	Pinopsida	194	Plantae
2687182	1	2			1	1			1	2			0.7253152422179032	Tsuga canadensis (L.) Carrière	Pinopsida	194	Plantae
2687210	1	3	1	1	1	3	1	1	1	3	1	1	0.7899822195505211	Tsuga heterophylla (Raf.) Sarg.	Pinopsida	194	Plantae
2687885	3	3			3	3			2	2				Ginkgo biloba L.	Ginkgoopsida	244	Plantae
2688189	0	1			0	1			0	1			0.6361559742220843	Selaginella kraussiana (Kunze) A.Braun	Lycopodiopsida	245	Plantae
2700768	1	2			1	2			1	2			0.7557630935999666	Luzula nivea (Nathh.) DC.	Liliopsida	196	Plantae
2701578	1	1	1	1	1	1	1	1	1	1	1	1	0.8006487108438645	Juncus foliosus Desf.	Liliopsida	196	Plantae
2701612	2	2	1	1	1	1	1	1	1	1	2	3		Juncus ensifolius Wikstr.	Liliopsida	196	Plantae
2701879	3	3	3	3	1	1	1	1	1	1	1	1		Juncus striatus Schousb. ex E.Mey.	Liliopsida	196	Plantae
2701986	3	3	3	3	3	3	3	3	3	3	3	3	1.1229580065074745	Juncus canadensis J.Gay ex Laharpe	Liliopsida	196	Plantae
2702058	1	1	1	1	1	0	1	1	1	0	1	1	0.6930759865108895	Juncus anthelatus (Wiegand) R.E.Brooks	Liliopsida	196	Plantae
2702084	3	3	3	3	3	3	3	3	3	3	3	3	1.0999037059277834	Juncus tenuis Willd.	Liliopsida	196	Plantae
2702727	0	1	0	1	0	1	0	1	0	1	0	1	0.9225180974568851	Festuca myuros L.	Liliopsida	196	Plantae
2702792	1	2	2	2	1	2	2	2	1	2	1	1	0.9192663856552968	Briza maxima L.	Liliopsida	196	Plantae
2702808	3	3	3	3	3	3	3	3	3	3	3	3	1.1855201633028394	Echinochloa crus-galli (L.) P.Beauv.	Liliopsida	196	Plantae
2702816	1	1	1	1	1	1	1	1	1	1	1	1	0.90189248706766445	Echinochloa muricata (P.Beauv.) Fernald	Liliopsida	196	Plantae
2702822	1	1			1	1			1	1			1.0078376769534416	Echinochloa frumentacea Link	Liliopsida	196	Plantae
2703663	1	1			1	1			1	1			0.7803123731561123	Bromus rigidus Roth	Liliopsida	196	Plantae
2703670	1	1			1	1			1	1			0.9385279525487903	Bromus inermis Leyss.	Liliopsida	196	Plantae
2703698	1	1	0	0	1	1	0	0	1	1	0	0	0.7877828495380376	Bromus sitchensis Trin.	Liliopsida	196	Plantae
2703721	1	3	1	2	1	3	1	2	1	3	1	2	0.9750792660164075	Bromus madritensis L.	Liliopsida	196	Plantae
2703723	3	3	3	1	3	3	3	3	3	3	3	2	1.1255097316164093	Bromus catharticus Vahl	Liliopsida	196	Plantae
2703740	1	1			1	1			2	3				Bromus rubens L.	Liliopsida	196	Plantae
2703760	3	3	3	3	3	3	3	3	3	3	3	3	1.1008713334507172	Bromus diandrus Roth	Liliopsida	196	Plantae
2704038	3	3			3	3			3	3			1.059232781292115	Muhlenbergia mexicana (L.) Trin.	Liliopsida	196	Plantae
2704194	0	0	1	1	0	0	1	1	0	0	1	1	0.446909068008073	Poa infirma Kunth	Liliopsida	196	Plantae
2704394	1	1			1	1			1	1			0.8461952729581392	Cynosurus echinatus L.	Liliopsida	196	Plantae
2704523	1	3	3	3	1	3	3	3	1	3	1	3	0.9488715690633079	Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn.	Liliopsida	196	Plantae
2704757	3	3	3	3	3	3	3	3	3	3	2	2	1.2667857650612366	Sporobolus indicus (L.) R.Br.	Liliopsida	196	Plantae
2704949	1	3	1	3	1	3	1	3	1	3	1	3	0.9369306575432405	Festuca trachyphylla (Hack.) Hack.	Liliopsida	196	Plantae
2705031	3	1			3	3			1	1				Festuca glauca Vill.	Liliopsida	196	Plantae
2705081	1	3	1	1	1	3	3	3	1	3	3	2	1.0042312644937867	Panicum virgatum L.	Liliopsida	196	Plantae
2705090	3	3	3	3	3	3	3	3	3	3	3	3	1.1073846317368998	Panicum miliaceum L.	Liliopsida	196	Plantae
2705144	1	1	0	1	1	1	0	1	1	1	0	1	0.8493999786068963	Panicum dichotomiflorum Michx.	Liliopsida	196	Plantae
2705162	1	3	1	3	1	3	1	3	1	3	1	3	0.9889118565419707	Panicum capillare L.	Liliopsida	196	Plantae
2705181	3	3	3	3	3	3	3	3	3	3	3	3	1.255815102607159	Sorghum bicolor (L.) Moench	Liliopsida	196	Plantae
2705185	3	3	3	3	3	3	3	3	3	3	3	3	1.1937282052254405	Sorghum halepense (L.) Pers.	Liliopsida	196	Plantae
2705290	3	3	3	3	3	3	3	3	3	3	3	3	1.1274858392942793	Avena sativa L.	Liliopsida	196	Plantae
2705295	1	2			1	2			1	2			0.8114717437404981	Avena strigosa Schreb.	Liliopsida	196	Plantae
2705300	3	3			3	3			1	2				Avena barbata Pott ex Link	Liliopsida	196	Plantae
2705369	1	1			1	1			1	1			0.798682157789685	Eragrostis cilianensis (All.) Vignolo ex Janch.	Liliopsida	196	Plantae
2705378	1	1	1	1	1	1	1	1	1	1	1	1	0.8102715653279591	Eragrostis curvula (Schrad.) Nees	Liliopsida	196	Plantae
2705400	1	1	0	0	1	1	0	0	1	1	0	0	0.892998843291209	Eragrostis pilosa (L.) P.Beauv.	Liliopsida	196	Plantae
2705401	1	1	1	1	1	1	1	1	1	1	1	1	0.88226058149098	Eragrostis multicaulis Steud.	Liliopsida	196	Plantae
2705449	1	3	3	3	1	3	3	3	1	3	3	3	0.9710297103334367	Eragrostis minor Host	Liliopsida	196	Plantae
2705953	3	1	1	1	3	1	1	1	3	1	1	1	1.0487379952752705	Eleusine indica (L.) Gaertn.	Liliopsida	196	Plantae
2705966	3	1	1	1	3	1	1	1	3	1	1	1	1.0784760874149064	Secale cereale L.	Liliopsida	196	Plantae
2705972	1	3	1	3	1	3	1	3	1	3	1	3	0.9223466075096736	Anthoxanthum aristatum Boiss.	Liliopsida	196	Plantae
2706002	0	1			0	1			0	1			0.693249377206708	Phleum paniculatum Huds.	Liliopsida	196	Plantae
2706026	0	0	2	2	0	0	2	2	0	0	2	2	0.6553522069416952	Miscanthus sinensis Andersson	Liliopsida	196	Plantae
2706052	0	0			0	0			0	0			0.6329580988465114	Hordeum jubatum L.	Liliopsida	196	Plantae
2706056	3	0	1	1	3	0	1	1	3	0	1	1	1.202877959895289	Hordeum vulgare L.	Liliopsida	196	Plantae
2715482	3	3	3	3	3	3	3	3	3	3	3	3	1.2188859915482422	Cyperus eragrostis Lam.	Liliopsida	196	Plantae
2716226	3	3	3	3	3	3	3	3	3	3	3	3	1.2265174441454294	Cyperus esculentus L.	Liliopsida	196	Plantae
2716838	3	3			3	3			3	3			1.3977099961265465	Eleocharis engelmannii Steud.	Liliopsida	196	Plantae
2717467	2	2	1	1	1	1	1	1	2	2	1	1		Eleocharis obtusa (Willd.) Schult.	Liliopsida	196	Plantae
2718377	1	1	1	1	1	1	1	1	1	1	1	1		Bolboschoenus planiculmis (F.Schmidt) T.V.Egorova	Liliopsida	196	Plantae
2722515	0	0	1	1	0	0	1	1	0	0	1	1	0.4494537912899669	Carex morrowii Boott	Liliopsida	196	Plantae
2726360	3	1			3	3			3	2			1.4352696821405713	Carex grayi J.Carey	Liliopsida	196	Plantae
2726538	2	2	1	1	1	1	1	1	2	2	2	2		Carex muskingumensis Schwein.	Liliopsida	196	Plantae
2726539	2	2			1	1			2	2				Carex scoparia Schkuhr ex Willd.	Liliopsida	196	Plantae
2739071	3	1	0	3	1	1	0	2	1	1	0	1	0.9718532722210707	Trachycarpus fortunei (Hook.) H.Wendl.	Liliopsida	196	Plantae
2747489	1	1			1	1			3	3				Crocus chrysanthus (Herb.) Herb.	Liliopsida	196	Plantae
2747564	3	3	3	3	3	3	3	3	3	3	3	3	1.3386595312177574	Crocus tommasinianus Herb.	Liliopsida	196	Plantae
2747567	3	3	3	3	3	3	3	3	3	3	3	3	1.2649318949061903	Crocus vernus (L.) Hill	Liliopsida	196	Plantae
2747718	2	3			2	2			2	2				Crocus speciosus M.Bieb.	Liliopsida	196	Plantae
2747750	1	1	2	2	1	1	1	1	1	1	2	2	0.6792728546393314	Crocus ×luteus Lam.	Liliopsida	196	Plantae
2747939	3	3	3	3	3	3	3	3	3	3	3	3	1.792973279687526	Crocosmia ×crocosmiiflora (Lemoine) N.E.Br.	Liliopsida	196	Plantae
2762737	1	1			1	1			2	3				Musa basjoo Siebold & Zucc. ex Iinuma	Liliopsida	196	Plantae
2765156	3	3			3	3			3	3			1.1160032059119105	Tradescantia fluminensis Vell.	Liliopsida	196	Plantae
2765272	3	3	3	3	3	3	3	3	3	3	3	3	1.243463536221836	Tradescantia virginiana L.	Liliopsida	196	Plantae
2766030	3	3	3	3	3	3	3	3	3	3	3	3	1.0399631870165746	Pontederia cordata L.	Liliopsida	196	Plantae
2767271	0	0	3	3	0	0	2	1	0	0	1	1	0.31762526033734645	Scilla luciliae (Boiss.) Speta	Liliopsida	196	Plantae
2767275	0	0	0	2	0	0	0	2	0	0	0	1	0.5271620601796528	Scilla forbesii (Baker) Speta	Liliopsida	196	Plantae
2767428	3	3	3	3	3	3	1	1	2	2	1	1		Puschkinia scilloides Adams	Liliopsida	196	Plantae
2772082	3	3	2	2	3	3	2	2	2	2	1	1		Muscari latifolium J.Kirk	Liliopsida	196	Plantae
2772094	1	0			1	0			1	0			0.8942435205193359	Muscari botryoides (L.) Mill.	Liliopsida	196	Plantae
2772174	3	3	3	1	3	3	3	1	3	3	3	1	1.0719202025340402	Muscari armeniacum Leichtlin ex Baker	Liliopsida	196	Plantae
2772666	3	3	3	3	3	3	3	3	3	3	3	3	1.266201527559753	Hyacinthus orientalis L.	Liliopsida	196	Plantae
2773281	1	1	1	1	1	2	1	1	1	2	2	2	0.9823681926559694	Ornithogalum nutans L.	Liliopsida	196	Plantae
2773453	3	3	3	3	3	3	3	3	3	3	2	2	1.0658163125716034	Ornithogalum divergens Boreau	Liliopsida	196	Plantae
2775530	0	2	0	0	0	2	0	0	0	2	0	0	0.7723449508714849	Yucca flaccida Haw.	Liliopsida	196	Plantae
2775619	1	1	3	1	1	1	3	1	1	1	3	1	0.9648128534317	Yucca gloriosa L.	Liliopsida	196	Plantae
2781074	3	3	3	3	3	3	3	3	3	3	3	3	1.1455515988504676	Hemerocallis fulva (L.) L.	Liliopsida	196	Plantae
2781103	1	1	2	2	1	1	3	3	1	1	2	3	0.9657602001020053	Hemerocallis lilioasphodelus L.	Liliopsida	196	Plantae
2840931	3	3	3	3	3	3	3	3	3	3	3	3	1.3935901571271367	Goodyera repens (L.) R.Br.	Liliopsida	196	Plantae
2855338	3	3			1	1			1	1				Galanthus plicatus M.Bieb.	Liliopsida	196	Plantae
2855356	3	3	3	3	3	3	3	3	3	3	3	3	1.1685139565605793	Galanthus nivalis L.	Liliopsida	196	Plantae
2855398	3	1	2	3	3	1	2	2	3	1	2	2	1.0600801707896785	Galanthus elwesii Hook.f.	Liliopsida	196	Plantae
2855439	1	1	3	3	1	1	2	3	1	1	2	2	0.848991729818004	Galanthus woronowii Losinsk.	Liliopsida	196	Plantae
2855705	1	1	1	1	1	1	1	1	1	1	1	1		Allium lusitanicum Lam.	Liliopsida	196	Plantae
2855823	2	2			2	3			2	2				Allium nigrum L.	Liliopsida	196	Plantae
2855825	1	1			1	1			1	1				Allium moly L.	Liliopsida	196	Plantae
2855860	3	3	3	3	3	3	3	3	3	3	3	3	1.1178832293285423	Allium schoenoprasum L.	Liliopsida	196	Plantae
2855893	2	3	1	1	2	3	1	3	1	1	1	1		Allium roseum L.	Liliopsida	196	Plantae
2856457	1	1			1	1			1	1			0.594665851185583	Allium triquetrum L.	Liliopsida	196	Plantae
2856780	2	2	2	2	2	3	2	2	3	3	3	3		Allium cristophii Trautv.	Liliopsida	196	Plantae
2856920	1	2	1	1	1	2	3	3	1	3	3	3	0.8784546466126487	Allium hollandicum R.M.Fritsch	Liliopsida	196	Plantae
2857017	2	3	3	3	0	2	2	3	0	2	2	1	0.6919479051189132	Allium paradoxum (M.Bieb.) G.Don	Liliopsida	196	Plantae
2857697	2	1			2	1			2	1				Allium cepa L.	Liliopsida	196	Plantae
2858581	1	1	0	1	1	1	0	1	1	1	0	1	0.8102917098515886	Narcissus poeticus L.	Liliopsida	196	Plantae
2858963	2	2			1	1			3	3				Narcissus tazetta L.	Liliopsida	196	Plantae
2859597	0	0	2	2	0	0	3	2	0	0	1	2	0.6724358165312843	Ipheion uniflorum (Graham) Raf.	Liliopsida	196	Plantae
2865448	0	1	0	1	0	1	0	1	0	1	0	1	0.7999401650801092	Elodea canadensis Michx.	Liliopsida	196	Plantae
2865524	1	1			3	3			3	3				Vallisneria australis S.W.L.Jacobs & Les	Liliopsida	196	Plantae
2865565	0	1	1	2	0	1	1	2	1	1	1	3	0.6667136521068048	Lagarosiphon major (Ridl.) Moss	Liliopsida	196	Plantae
2866850	1	1			1	1			3	3				Arisaema dracontium (L.) Schott	Liliopsida	196	Plantae
2867614	1	1	1	1	1	1	1	1	1	1	1	1	0.9460431623580517	Lemna minuta Kunth	Liliopsida	196	Plantae
2867631	0	0	0	0	0	0	0	0	0	0	0	0	0.409060968407795	Lemna turionifera Landolt	Liliopsida	196	Plantae
2868827	2	2			2	2			2	2				Zantedeschia aethiopica (L.) Spreng.	Liliopsida	196	Plantae
2869311	1	0	2	1	1	0	2	1	1	0	2	1	0.8510667743034397	Lysichiton americanus Hultén & H.St.John	Liliopsida	196	Plantae
2869597	1	1	1	1	1	1	3	3	2	2	3	3		Sauromatum venosum (Dryand. ex Aiton) Kunth	Liliopsida	196	Plantae
2870583	2	0			2	0			2	0				Pistia stratiotes L.	Liliopsida	196	Plantae
2873769	3	3	3	3	3	3	3	3	3	3	3	3	1.081532841648395	Acorus calamus L.	Liliopsida	196	Plantae
2873861	3	3	3	3	3	3	3	3	3	3	3	3	1.1581636400730566	Linum usitatissimum L.	Magnoliopsida	220	Plantae
2873877	0	0	2	1	0	0	2	1	0	0	2	1	0.6538198644852768	Linum austriacum L.	Magnoliopsida	220	Plantae
2873926	3	2	3	3	2	2	2	1	1	1	1	1		Linum grandiflorum Desf.	Magnoliopsida	220	Plantae
2873991	3	1	1	1	3	1	1	1	3	1	1	1	1.1282594485974953	Aristolochia clematitis L.	Magnoliopsida	220	Plantae
2874199	1	1			1	1			1	1			0.9754426728589839	Passiflora caerulea L.	Magnoliopsida	220	Plantae
2874508	1	0	2	2	1	0	2	2	1	0	2	2	0.8416909987165614	Cucurbita pepo L.	Magnoliopsida	220	Plantae
2874570	1	1	3	3	1	1	1	1	1	1	2	2	0.9173378117033756	Cucumis melo L.	Magnoliopsida	220	Plantae
2874621	1	1			1	1			1	1			0.899237336559562	Citrullus lanatus (Thunb.) Matsum. & Nakai	Magnoliopsida	220	Plantae
2874706	1	1			1	1			1	1			0.8129409838423836	Tamarix parviflora DC.	Magnoliopsida	220	Plantae
2875968	3	1	3	2	3	1	1	1	2	1	1	1		Corylus colurna L.	Magnoliopsida	220	Plantae
2876049	3	3	3	3	3	3	3	3	3	3	3	3	1.188626547932482	Corylus maxima Mill.	Magnoliopsida	220	Plantae
2876571	1	1			1	1			1	1			0.6531630563748192	Alnus ×pubescens Tausch	Magnoliopsida	220	Plantae
2876607	3	3	3	3	3	3	3	3	3	3	3	3	1.0756866828800018	Alnus cordata (Loisel.) Duby	Magnoliopsida	220	Plantae
2879098	2	2	2	0	0	0	0	0	0	0	0	0	0.7717515326055991	Quercus ilex L.	Magnoliopsida	220	Plantae
2879520	3	3	1	1	3	3	1	1	3	3	2	2	1.43019719199203	Quercus conferta Kit.	Magnoliopsida	220	Plantae
2880539	3	3	1	3	3	3	1	3	3	3	1	3	1.0463752654417928	Quercus rubra L.	Magnoliopsida	220	Plantae
2880580	3	3	2	2	1	3	2	2	1	1	2	2	1.001426381816562	Quercus cerris L.	Magnoliopsida	220	Plantae
2882841	3	3			2	2			2	2				Vaccinium macrocarpon Aiton	Magnoliopsida	220	Plantae
2882849	3	3	1	3	3	3	1	3	3	3	1	1	1.010636700142643	Vaccinium corymbosum L.	Magnoliopsida	220	Plantae
2888323	2	3	1	1	0	3	3	2	0	1	2	2	0.9656827646117627	Clethra alnifolia L.	Magnoliopsida	220	Plantae
2888380	3	3	0	0	3	3	0	0	3	3	0	0	1.3599978765388032	Eschscholzia californica Cham.	Magnoliopsida	220	Plantae
2888435	3	3	3	3	1	1	1	1	2	2	1	1		Papaver bracteatum Lindl.	Magnoliopsida	220	Plantae
2888437	3	3	2	2	2	2	1	1	2	2	1	1		Papaver orientale L.	Magnoliopsida	220	Plantae
2888439	3	3	3	3	3	3	3	3	3	3	3	3	1.1604465144410514	Papaver somniferum L.	Magnoliopsida	220	Plantae
2888513	3	3	3	3	3	3	3	3	3	3	3	3	1.2041694030560364	Pseudofumaria lutea (L.) Borkh.	Magnoliopsida	220	Plantae
2888553	1	1	1	1	1	1	1	1	1	1	1	1	0.9323650290363585	Dicentra formosa (Andrews) Walp.	Magnoliopsida	220	Plantae
2888564	2	2			1	1			2	2				Lamprocapnos spectabilis (L.) Fukuhara	Magnoliopsida	220	Plantae
2888579	0	1	1	1	0	1	1	1	0	1	3	3	0.7867495575491965	Leycesteria formosa Wall.	Magnoliopsida	220	Plantae
2888585	0	0	1	2	0	0	1	2	0	0	1	1	0.6053897187459174	Viburnum tinus L.	Magnoliopsida	220	Plantae
2888622	3	1			3	1			3	1			1.2161686047367708	Viburnum plicatum Thunb.	Magnoliopsida	220	Plantae
2888625	3	3	3	3	3	3	3	3	3	3	3	3	1.1193706500221579	Viburnum rhytidophyllum Hemsl. ex Forbes & Hemsl.	Magnoliopsida	220	Plantae
2888636	1	1			1	1			1	1			0.7775090392800736	Symphoricarpos orbiculatus Moench	Magnoliopsida	220	Plantae
2888740	3	3	3	3	3	3	3	3	3	3	3	3	1.4167613250381677	Centranthus ruber (L.) DC.	Magnoliopsida	220	Plantae
2888797	3	1	1	1	3	1	3	3	3	1	3	3	1.3365555649809655	Cephalaria gigantea (Ledeb.) Bobrov	Magnoliopsida	220	Plantae
2888806	3	3			3	3			3	3			1.7444427332288535	Scabiosa ochroleuca L.	Magnoliopsida	220	Plantae
2888814	3	3	1	3	3	3	1	1	3	3	1	3	1.1733897330345997	Dipsacus laciniatus L.	Magnoliopsida	220	Plantae
2888859	3	3			1	1			1	1			0.9656064104884284	Muehlenbeckia complexa (A.Cunn.) Meisn.	Magnoliopsida	220	Plantae
2888867	1	1	1	1	1	1	1	1	1	1	3	2	0.868263767631959	Rheum rhabarbarum L.	Magnoliopsida	220	Plantae
2889019	0	1	0	1	0	1	0	1	0	1	0	1	0.8162741694409611	Rumex patientia L.	Magnoliopsida	220	Plantae
2889023	0	0			0	0			0	0			0.6350731437248562	Rumex stenophyllus Ledeb.	Magnoliopsida	220	Plantae
2889037	1	1			2	2			2	2				Rumex rugosus Campd.	Magnoliopsida	220	Plantae
2889088	3	3	1	3	3	3	1	3	3	3	1	3	1.0816016280335126	Reynoutria sachalinensis (F.Schmidt) Nakai	Magnoliopsida	220	Plantae
2889173	3	3	3	3	3	3	3	3	3	3	1	3	1.064495516001854	Reynoutria japonica Houtt.	Magnoliopsida	220	Plantae
2889229	1	3	2	2	1	3	1	1	1	3	2	2	0.8675053780215997	Persicaria orientalis (L.) Spach	Magnoliopsida	220	Plantae
2889304	3	3			3	3			3	3			1.0487195725645344	Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross	Magnoliopsida	220	Plantae
2889358	1	1			1	1			2	3				Oxyria digyna (L.) Hill	Magnoliopsida	220	Plantae
2889373	3	3	3	3	3	3	3	3	3	3	3	3	1.2841386291614663	Fagopyrum esculentum Moench	Magnoliopsida	220	Plantae
2889378	3	3			3	3			3	3			1.0605648213559247	Fagopyrum tataricum (L.) Gaertn.	Magnoliopsida	220	Plantae
2889934	1	1	3	3	1	1	3	3	1	1	2	3	0.9749294917819609	Tropaeolum majus L.	Magnoliopsida	220	Plantae
2890013	1	1			1	1			1	1			0.5588820043415474	Geranium divaricatum Ehrh.	Magnoliopsida	220	Plantae
2890035	3	3	0	0	3	1	0	0	1	1	0	0	1.0199552962973475	Geranium ×oxonianum P.F.Yeo	Magnoliopsida	220	Plantae
2890122	3	3	3	3	3	3	3	3	3	3	3	3	1.388002720815632	Geranium pyrenaicum Burm.f.	Magnoliopsida	220	Plantae
2890287	3	3	3	3	3	3	3	3	3	3	3	3	1.3146951420382003	Geranium nodosum L.	Magnoliopsida	220	Plantae
2890502	3	3	2	3	3	3	0	3	3	3	0	3	1.1896825960952486	Geranium endressii J.Gay	Magnoliopsida	220	Plantae
2890541	3	3	3	3	3	3	3	3	3	3	3	3	1.0763511796187182	Geranium purpureum Vill.	Magnoliopsida	220	Plantae
2890739	1	1	1	1	2	2	3	3	2	3	1	1		Geranium versicolor L.	Magnoliopsida	220	Plantae
2890995	1	1	1	1	1	1	1	1	1	1	2	2		Geranium ×cantabrigiense P.F.Yeo	Magnoliopsida	220	Plantae
2891079	0	0	0	0	0	0	0	0	0	0	0	0	0.49319232108499145	Geranium macrorrhizum L.	Magnoliopsida	220	Plantae
2891390	3	3	3	3	3	3	3	3	3	3	3	3	1.080637839395808	Geranium phaeum L.	Magnoliopsida	220	Plantae
2891664	2	1	2	2	3	1	3	3	2	1	2	2		Oxalis articulata Savigny	Magnoliopsida	220	Plantae
2891677	0	0			0	0			0	0			0.27261991106334826	Oxalis dillenii Jacq.	Magnoliopsida	220	Plantae
2891707	3	3	3	3	3	3	3	3	3	3	3	3	1.2164392918212763	Oxalis debilis Kunth	Magnoliopsida	220	Plantae
2891755	3	3	1	2	3	3	1	1	3	3	1	3	1.1034492639916385	Oxalis latifolia Kunth	Magnoliopsida	220	Plantae
2891770	3	3	3	3	3	3	3	3	3	3	3	3	1.3367896853788959	Impatiens glandulifera Royle	Magnoliopsida	220	Plantae
2891774	3	3	3	1	3	3	3	1	3	3	3	1	2.1490065709205552	Impatiens capensis Meerb.	Magnoliopsida	220	Plantae
2891782	3	3	3	3	3	3	3	3	3	3	3	3	1.1848288514153065	Impatiens parviflora DC.	Magnoliopsida	220	Plantae
2891783	3	3	3	3	3	3	3	3	3	3	3	3	1.052396544214657	Impatiens balfourii Hook.fil.	Magnoliopsida	220	Plantae
2913169	3	3	3	1	3	3	3	1	3	3	3	2	1.1673457298054453	Galium parisiense L.	Magnoliopsida	220	Plantae
2913219	1	1			1	2			1	2			0.7585817693943	Galium anglicum Huds.	Magnoliopsida	220	Plantae
2914404	1	1	1	1	1	1	2	2	1	1	2	2		Galium verum subsp. wirtgenii (F.W.Schultz) Oborny	Magnoliopsida	220	Plantae
2914590	3	3	2	2	3	3	2	2	3	3	2	2	1.212893690416169	Galium murale (L.) All.	Magnoliopsida	220	Plantae
2925366	3	3			3	3			3	3			1.0293151154260207	Clerodendrum trichotomum Thunb.	Magnoliopsida	220	Plantae
2925496	2	2	1	1	1	1	1	1	2	2	1	1		Verbena rigida Spreng.	Magnoliopsida	220	Plantae
2925514	3	3	3	3	3	3	3	3	3	3	3	3	1.178262772169391	Verbena bonariensis L.	Magnoliopsida	220	Plantae
2925527	3	3	1	1	3	3	1	1	3	3	1	1	1.2652330828595137	Verbena hastata L.	Magnoliopsida	220	Plantae
2925756	3	1			3	1			3	1			1.0294285120620466	Lappula squarrosa (Retz.) Dumort.	Magnoliopsida	220	Plantae
2925816	0	0			0	0			0	0			0.49353541412357893	Cynoglossum amabile Stapf & J.R.Drumm.	Magnoliopsida	220	Plantae
2925870	3	3	3	3	3	3	3	3	3	3	3	3	1.2848584487340862	Amsinckia menziesii (Lehm.) A.Nelson & J.F.Macbr.	Magnoliopsida	220	Plantae
2925895	0	3	2	2	0	1	0	0	0	1	0	0	0.746566346085754	Echium plantagineum L.	Magnoliopsida	220	Plantae
2926042	3	3			3	3			3	3			1.0914994086692327	Nonea lutea (Desr.) DC.	Magnoliopsida	220	Plantae
2926045	3	0	3	1	3	0	3	1	3	0	3	1	1.2819901463051755	Brunnera macrophylla (Adams) I.M.Johnst.	Magnoliopsida	220	Plantae
2926048	0	0			0	0			0	0			0.2523232690694796	Omphalodes verna Moench	Magnoliopsida	220	Plantae
2926066	1	3	1	3	1	3	1	3	1	3	1	3	0.9908386193465941	Symphytum asperum Lepech.	Magnoliopsida	220	Plantae
2926110	3	3	3	3	3	3	3	3	3	3	3	3	1.4141726910317514	Borago officinalis L.	Magnoliopsida	220	Plantae
2926130	3	3	3	3	3	3	3	3	3	3	3	3	1.2720465630227402	Pentaglottis sempervirens (L.) Tausch ex L.H.Bailey	Magnoliopsida	220	Plantae
2926572	1	3	1	1	1	3	1	1	1	3	3	3	0.8899125894180668	Physostegia virginiana (L.) Benth.	Magnoliopsida	220	Plantae
2926681	1	3			1	3			1	1				Lamium confertum Fr.	Magnoliopsida	220	Plantae
2926885	1	1			1	3			1	2			0.8197564278713658	Satureja hortensis L.	Magnoliopsida	220	Plantae
2926992	3	3	0	0	3	3	0	0	3	3	0	0	1.1221473936998954	Salvia hispanica L.	Magnoliopsida	220	Plantae
2926995	1	3			1	3			1	3			1.0059399680699783	Salvia verticillata L.	Magnoliopsida	220	Plantae
2927000	2	2	1	1	1	1	1	1	2	2	3	3		Salvia sclarea L.	Magnoliopsida	220	Plantae
2927004	1	1	1	3	1	1	1	3	1	1	1	3	0.9526335882530053	Salvia officinalis L.	Magnoliopsida	220	Plantae
2927028	3	3	0	0	3	3	0	0	3	3	0	0	1.1961127814557246	Salvia nemorosa L.	Magnoliopsida	220	Plantae
2927174	2	1	1	1	2	1	1	1	2	1	3	3		Mentha requienii Benth.	Magnoliopsida	220	Plantae
2927220	3	1			3	1			3	1			1.039487949703241	Dracocephalum parviflorum Nutt.	Magnoliopsida	220	Plantae
2927230	3	0	3	0	3	0	2	0	3	0	2	0	1.076243741858267	Stachys byzantina K.Koch	Magnoliopsida	220	Plantae
2927305	0	0	1	0	0	0	1	0	0	0	1	0	0.9002333509663083	Lavandula angustifolia Mill.	Magnoliopsida	220	Plantae
2927727	2	2			2	2			2	2				Phlox subulata L.	Magnoliopsida	220	Plantae
2927744	2	3			3	3			2	2				Phlox paniculata L.	Magnoliopsida	220	Plantae
2927850	1	3			1	3			1	3			0.8606409718849338	Polemonium caeruleum L.	Magnoliopsida	220	Plantae
2928026	3	3	3	2	3	3	2	3	3	1	3	3	1.2761654506836684	Nemophila menziesii Hook. & Arn.	Magnoliopsida	220	Plantae
