taxonKey	countryCode	occurrenceStatus	establishmentMeans	degreeOfEstablishment	pathway	eventDate	source	first_observed
152543888	BE	present	introduced	casual	horticulture	2003/2018	https://www.gbif.org/species/141265175: Melampodium montanum Benth. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	2003
152543888	BE	present	introduced	na	na	2017/2017	https://www.gbif.org/species/206100329: Melampodium montanum in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh	2017
152543889	BE	present	introduced	na	na	2006/2006	https://www.gbif.org/species/140563011: Hemigrapsus sanguineus in Boets P, Lock K, Mertens J, Goethals P, Adriaens T, Groom Q, Brosens D, Desmet P, Reyserhove L, Govaert S (2025). Inventory of alien macroinvertebrates in Flanders, Belgium. Version 1.6. Ghent University. Checklist dataset https://doi.org/10.15468/yxcq07	2006
152543889	BE	present	introduced	na	na	2022/2022	https://www.gbif.org/species/206112422: Hemigrapsus sanguineus in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh	2022
152543889	BE	present	introduced	established	ballastwater	2006/2006	https://www.gbif.org/species/140563011: Hemigrapsus sanguineus in Boets P, Lock K, Mertens J, Goethals P, Adriaens T, Groom Q, Brosens D, Desmet P, Reyserhove L, Govaert S (2025). Inventory of alien macroinvertebrates in Flanders, Belgium. Version 1.6. Ghent University. Checklist dataset https://doi.org/10.15468/yxcq07	2006
152543890	BE	present	introduced	casual	seedcontaminant	1995/2005	https://www.gbif.org/species/141265183: Melampodium perfoliatum (Cav.) Humb., Bonpl. & Kunth in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1995
152543890	BE	present	introduced	casual	seedcontaminant	1995/2005	https://www.gbif.org/species/141265183: Melampodium perfoliatum (Cav.) Humb., Bonpl. & Kunth in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1995
152543893	BE	present	introduced	casual	seedcontaminant	1922/1922	https://www.gbif.org/species/141265075: Hemizonia pungens (Hook. & Arnott) Torr. & A. Gray in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1922
152543893	BE	present	introduced	casual	seedcontaminant	1922/1922	https://www.gbif.org/species/141265075: Hemizonia pungens (Hook. & Arnott) Torr. & A. Gray in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1922
152543897	BE	present	introduced	na	na	2000/2000	https://www.gbif.org/species/140562968: Jaera istri in Boets P, Lock K, Mertens J, Goethals P, Adriaens T, Groom Q, Brosens D, Desmet P, Reyserhove L, Govaert S (2025). Inventory of alien macroinvertebrates in Flanders, Belgium. Version 1.6. Ghent University. Checklist dataset https://doi.org/10.15468/yxcq07	2000
152543897	BE	present	introduced	established	waterwaysbasinsseas	2000/2000	https://www.gbif.org/species/140562968: Jaera istri in Boets P, Lock K, Mertens J, Goethals P, Adriaens T, Groom Q, Brosens D, Desmet P, Reyserhove L, Govaert S (2025). Inventory of alien macroinvertebrates in Flanders, Belgium. Version 1.6. Ghent University. Checklist dataset https://doi.org/10.15468/yxcq07	2000
152543898	BE	present	introduced	casual	seedcontaminant	1941/1941	https://www.gbif.org/species/141265261: Madia sativa Molina in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1941
152543898	BE	present	introduced	casual	seedcontaminant	1941/1941	https://www.gbif.org/species/141265261: Madia sativa Molina in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1941
152543901	BE	present	introduced	established	horticulture	2004/2025	https://www.gbif.org/species/141265171: Eutrochium maculatum (L.) E.E. Lamont in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	2004
152543901	BE	present	introduced	na	na	2013/2013	https://www.gbif.org/species/206102812: Eupatorium maculatum in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh	2013
152543901	BE	present	introduced	established	horticulture	2004/2025	https://www.gbif.org/species/141265171: Eutrochium maculatum (L.) E.E. Lamont in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	2004
152543903	BE	present	introduced	casual	horticulture	2009/2020	https://www.gbif.org/species/141265316: Eutrochium purpureum (L.) E.E. Lamont in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	2009
152543903	BE	present	introduced	casual	horticulture	2009/2020	https://www.gbif.org/species/141265316: Eutrochium purpureum (L.) E.E. Lamont in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	2009
152543904	BE	present	introduced	na	na	1956/1956	https://www.gbif.org/species/164300961: Cordioniscus stebbingii (Patience, 1907) in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2025). Ad hoc checklist of alien species in Belgium. Version 1.9. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	1956
152543904	BE	present	introduced	na	na		https://www.gbif.org/species/164300961: Cordioniscus stebbingii (Patience, 1907) in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2025). Ad hoc checklist of alien species in Belgium. Version 1.9. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	
152543904	BE	present	introduced	established	na	1956/1956	https://www.gbif.org/species/164300961: Cordioniscus stebbingii (Patience, 1907) in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2025). Ad hoc checklist of alien species in Belgium. Version 1.9. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	1956
152543907	BE	present	introduced	na	na		https://www.gbif.org/species/164300966: Synarmadillo in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2025). Ad hoc checklist of alien species in Belgium. Version 1.9. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	
152543907	BE	present	introduced	na	na		https://www.gbif.org/species/164300966: Synarmadillo in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2025). Ad hoc checklist of alien species in Belgium. Version 1.9. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	
152543908	BE	present	introduced	casual	horticulture	1944/2014	https://www.gbif.org/species/141265064: Psephellus dealbatus (Willd.) K. Koch in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1944
152543908	BE	present	introduced	na	na		https://www.gbif.org/species/141265064: Psephellus dealbatus (Willd.) K. Koch in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	
152543908	BE	present	introduced	na	na		https://www.gbif.org/species/141265064: Psephellus dealbatus (Willd.) K. Koch in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	
152543911	BE	present	introduced	na	na		https://www.gbif.org/species/164300965: Reductoniscus costulatus Kesselyák, 1930 in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2025). Ad hoc checklist of alien species in Belgium. Version 1.9. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	
152543911	BE	present	introduced	na	na		https://www.gbif.org/species/164300965: Reductoniscus costulatus Kesselyák, 1930 in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2025). Ad hoc checklist of alien species in Belgium. Version 1.9. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs	
152543912	BE	present	introduced	casual	seedcontaminant	1893/2025	https://www.gbif.org/species/141265235: Carthamus tinctorius L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1893
152543912	BE	present	introduced	na	na		https://www.gbif.org/species/141265235: Carthamus tinctorius L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	
152543912	BE	present	introduced	na	na		https://www.gbif.org/species/141265235: Carthamus tinctorius L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	
152543912	BE	present	introduced	na	na		https://www.gbif.org/species/141265235: Carthamus tinctorius L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	
152543915	BE	present	introduced	casual	seedcontaminant	1920/2007	https://www.gbif.org/species/141265346: Grindelia squarrosa (Pursh) Dun. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1920
152543915	BE	present	introduced	casual	seedcontaminant	1920/2007	https://www.gbif.org/species/141265346: Grindelia squarrosa (Pursh) Dun. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1920
152543918	BE	present	introduced	na	na	2018/2018	https://www.gbif.org/species/206101855: Nagurus cristatus in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh	2018
152543918	BE	present	introduced	na	na	2018/2018	https://www.gbif.org/species/206101855: Nagurus cristatus in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh	2018
152543919	BE	present	introduced	casual	horticulture|seedcontaminant	1803/2018	https://www.gbif.org/species/141265202: Silybum marianum (L.) Gaertn. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1803
152543919	BE	present	introduced	na	na		https://www.gbif.org/species/141265202: Silybum marianum (L.) Gaertn. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	
152543919	BE	present	introduced	na	na		https://www.gbif.org/species/141265202: Silybum marianum (L.) Gaertn. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	
152543919	BE	present	introduced	na	na		https://www.gbif.org/species/141265202: Silybum marianum (L.) Gaertn. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	
152543922	BE	present	introduced	casual	seedcontaminant	1908/2025	https://www.gbif.org/species/141265086: Cyclachaena xanthiifolia (Nutt.) Fresen. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1908
152543922	BE	present	introduced	na	na		https://www.gbif.org/species/141265086: Cyclachaena xanthiifolia (Nutt.) Fresen. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	
152543922	BE	present	introduced	na	na		https://www.gbif.org/species/141265086: Cyclachaena xanthiifolia (Nutt.) Fresen. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	
152543922	BE	present	introduced	na	na		https://www.gbif.org/species/141265086: Cyclachaena xanthiifolia (Nutt.) Fresen. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	
152543924	BE	present	introduced	na	na	1998/1998	https://www.gbif.org/species/140562973: Proasellus coxalis in Boets P, Lock K, Mertens J, Goethals P, Adriaens T, Groom Q, Brosens D, Desmet P, Reyserhove L, Govaert S (2025). Inventory of alien macroinvertebrates in Flanders, Belgium. Version 1.6. Ghent University. Checklist dataset https://doi.org/10.15468/yxcq07	1998
152543924	BE	present	introduced	established	hullfouling|othertransport|waterwaysbasinsseas	1998/1998	https://www.gbif.org/species/140562973: Proasellus coxalis in Boets P, Lock K, Mertens J, Goethals P, Adriaens T, Groom Q, Brosens D, Desmet P, Reyserhove L, Govaert S (2025). Inventory of alien macroinvertebrates in Flanders, Belgium. Version 1.6. Ghent University. Checklist dataset https://doi.org/10.15468/yxcq07	1998
152543925	BE	present	introduced	na	na	1945/1945	https://www.gbif.org/species/140562972: Proasellus meridianus in Boets P, Lock K, Mertens J, Goethals P, Adriaens T, Groom Q, Brosens D, Desmet P, Reyserhove L, Govaert S (2025). Inventory of alien macroinvertebrates in Flanders, Belgium. Version 1.6. Ghent University. Checklist dataset https://doi.org/10.15468/yxcq07	1945
152543925	BE	present	introduced	established	hullfouling|othertransport|waterwaysbasinsseas	1945/1945	https://www.gbif.org/species/140562972: Proasellus meridianus in Boets P, Lock K, Mertens J, Goethals P, Adriaens T, Groom Q, Brosens D, Desmet P, Reyserhove L, Govaert S (2025). Inventory of alien macroinvertebrates in Flanders, Belgium. Version 1.6. Ghent University. Checklist dataset https://doi.org/10.15468/yxcq07	1945
152543929	BE	present	introduced	na	na	2005/2005	https://www.gbif.org/species/140562970: Synidotea laticauda in Boets P, Lock K, Mertens J, Goethals P, Adriaens T, Groom Q, Brosens D, Desmet P, Reyserhove L, Govaert S (2025). Inventory of alien macroinvertebrates in Flanders, Belgium. Version 1.6. Ghent University. Checklist dataset https://doi.org/10.15468/yxcq07	2005
152543929	BE	present	introduced	established	ballastwater	2005/2005	https://www.gbif.org/species/140562970: Synidotea laticauda in Boets P, Lock K, Mertens J, Goethals P, Adriaens T, Groom Q, Brosens D, Desmet P, Reyserhove L, Govaert S (2025). Inventory of alien macroinvertebrates in Flanders, Belgium. Version 1.6. Ghent University. Checklist dataset https://doi.org/10.15468/yxcq07	2005
152543930	BE	present	introduced	casual	seedcontaminant	1877/1890	https://www.gbif.org/species/141265361: Mantisalca salmantica (L.) Briq. & Cavill. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1877
152543930	BE	present	introduced	casual	seedcontaminant	1877/1890	https://www.gbif.org/species/141265361: Mantisalca salmantica (L.) Briq. & Cavill. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1877
152543934	BE	present	introduced	established	horticulture	1886/2025	https://www.gbif.org/species/141265334: Doronicum columnae Ten. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1886
152543934	BE	present	introduced	na	na		https://www.gbif.org/species/141265334: Doronicum columnae Ten. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	
152543934	BE	present	introduced	na	na		https://www.gbif.org/species/141265334: Doronicum columnae Ten. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	
152543935	BE	present	introduced	established	horticulture	1867/2025	https://www.gbif.org/species/141265269: Doronicum x excelsum (N.E. Brown) Stace in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1867
152543935	BE	present	introduced	established	horticulture	1867/2025	https://www.gbif.org/species/141265269: Doronicum x excelsum (N.E. Brown) Stace in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1867
152543938	BE	present	introduced	na	na	1990/1990	https://www.gbif.org/species/140562992: Chelicorophium curvispinum in Boets P, Lock K, Mertens J, Goethals P, Adriaens T, Groom Q, Brosens D, Desmet P, Reyserhove L, Govaert S (2025). Inventory of alien macroinvertebrates in Flanders, Belgium. Version 1.6. Ghent University. Checklist dataset https://doi.org/10.15468/yxcq07	1990
152543938	BE	present	introduced	established	waterwaysbasinsseas	1990/1990	https://www.gbif.org/species/140562992: Chelicorophium curvispinum in Boets P, Lock K, Mertens J, Goethals P, Adriaens T, Groom Q, Brosens D, Desmet P, Reyserhove L, Govaert S (2025). Inventory of alien macroinvertebrates in Flanders, Belgium. Version 1.6. Ghent University. Checklist dataset https://doi.org/10.15468/yxcq07	1990
152543942	BE	present	introduced	na	na	1993/1993	https://www.gbif.org/species/140562993: Monocorophium sextonae in Boets P, Lock K, Mertens J, Goethals P, Adriaens T, Groom Q, Brosens D, Desmet P, Reyserhove L, Govaert S (2025). Inventory of alien macroinvertebrates in Flanders, Belgium. Version 1.6. Ghent University. Checklist dataset https://doi.org/10.15468/yxcq07	1993
152543942	BE	present	introduced	established	ballastwater|contaminantonanimals	1993/1993	https://www.gbif.org/species/140562993: Monocorophium sextonae in Boets P, Lock K, Mertens J, Goethals P, Adriaens T, Groom Q, Brosens D, Desmet P, Reyserhove L, Govaert S (2025). Inventory of alien macroinvertebrates in Flanders, Belgium. Version 1.6. Ghent University. Checklist dataset https://doi.org/10.15468/yxcq07	1993
152543943	BE	present	introduced	invasive	horticulture	1924/2025	https://www.gbif.org/species/141265164: Baccharis halimifolia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1924
152543943	BE	present	introduced	invasive	horticulture	1924/2025	https://www.gbif.org/species/141265164: Baccharis halimifolia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1924
152543947	BE	present	introduced	na	na	1998/1998	https://www.gbif.org/species/140563003: Caprella mutica in Boets P, Lock K, Mertens J, Goethals P, Adriaens T, Groom Q, Brosens D, Desmet P, Reyserhove L, Govaert S (2025). Inventory of alien macroinvertebrates in Flanders, Belgium. Version 1.6. Ghent University. Checklist dataset https://doi.org/10.15468/yxcq07	1998
152543947	BE	present	introduced	established	aquaculturemariculture|hullfouling	1998/1998	https://www.gbif.org/species/140563003: Caprella mutica in Boets P, Lock K, Mertens J, Goethals P, Adriaens T, Groom Q, Brosens D, Desmet P, Reyserhove L, Govaert S (2025). Inventory of alien macroinvertebrates in Flanders, Belgium. Version 1.6. Ghent University. Checklist dataset https://doi.org/10.15468/yxcq07	1998
152543950	BE	present	introduced	casual	na	2004/2004	https://www.gbif.org/species/141265341: Centaurea pectinata L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	2004
152543950	BE	present	introduced	casual	na	2004/2004	https://www.gbif.org/species/141265341: Centaurea pectinata L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	2004
152543951	BE	present	introduced	casual	horticulture	1850/2020	https://www.gbif.org/species/141265265: Centaurea phrygia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2025). Manual of the Alien Plants of Belgium. Version 1.12. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	1850
