taxonKey	canonicalName	kingdom	class	year_2023_em_status_occupancy_natura2000_Flanders	year_2023_em_status_occs_natura2000_Flanders	year_2022_em_status_occupancy_natura2000_Flanders	year_2022_em_status_occs_natura2000_Flanders	year_2021_em_status_occupancy_natura2000_Flanders	year_2021_em_status_occs_natura2000_Flanders	mean_growth	kingdomKey	classKey
7135755	Rhododendron luteum	Plantae	Magnoliopsida	1	3	1	3	1	3	1.1790340738556913	6	220
3021730	Prunus cerasifera	Plantae	Magnoliopsida	1	3	1	3	1	3	1.1771365926870068	6	220
3172291	Ligustrum ovalifolium	Plantae	Magnoliopsida	1	3	1	3	1	3	1.1547608580601234	6	220
3189815	Aesculus hippocastanum	Plantae	Magnoliopsida	1	3	1	3	1	3	1.1540829522783365	6	220
7291264	Bistorta amplexicaulis	Plantae	Magnoliopsida	1	3	1	3	1	3	1.1421191083381157	6	220
2498344	Cygnus atratus	Animalia	Aves	1	3	1	3	1	3	1.1398298170775945	1	212
5330661	Arum italicum	Plantae	Liliopsida	1	3	1	3	1	3	1.1301810677928066	6	196
3040233	Populus alba	Plantae	Magnoliopsida	1	3	1	3	1	3	1.1229735883996343	6	220
3021496	Prunus laurocerasus	Plantae	Magnoliopsida	1	3	1	3	1	3	1.1174032023923968	6	220
2889934	Tropaeolum majus	Plantae	Magnoliopsida	1	3	1	3	1	3	1.113943885786426	6	220
5410411	Campanula portenschlagiana	Plantae	Magnoliopsida	1	3	1	3	1	3	1.1000631647225034	6	220
3797084	Alkekengi officinarum	Plantae	Magnoliopsida	1	3	1	3	1	3	1.095717307341924	6	220
2498387	Aix sponsa	Animalia	Aves	1	3	1	3	1	3	1.0863670620817485	1	212
5367294	Potentilla recta	Plantae	Magnoliopsida	1	3	1	3	1	3	1.0685320212896787	6	220
5372639	Salix babylonica	Plantae	Magnoliopsida	1	3	1	3	1	3	1.0679939744380138	6	220
2996525	Rubus armeniacus	Plantae	Magnoliopsida	1	3	1	3	1	3	1.057304192567048	6	220
6109535	Trifolium hybridum	Plantae	Magnoliopsida	1	3	1	3	1	3	1.0552802288100682	6	220
2498388	Aix galericulata	Animalia	Aves	1	3	1	3	1	3	1.0494574773060366	1	212
5304294	Hyacinthoides massartiana	Plantae	Liliopsida	1	3	1	3	1	3	1.0451069852501187	6	196
2880539	Quercus rubra	Plantae	Magnoliopsida	1	3	1	3	1	3	1.0443575297548717	6	220
9188840	Epilobium ciliatum	Plantae	Magnoliopsida	1	3	1	3	1	3	1.0401691363031276	6	220
2479977	Nymphicus hollandicus	Animalia	Aves	1	3	1	3	1	3	1.0374561622157532	1	212
5362573	Pyrus communis	Plantae	Magnoliopsida	1	3	1	3	1	3	1.0251465780911881	6	220
2891774	Impatiens capensis	Plantae	Magnoliopsida	1	3	1	3	1	3	1.020245728261911	6	220
10755213	Narcissus hispanicus hispanicus	Plantae	Liliopsida	1	3	1	3	1	3	1.0115987015082415	6	196
2498402	Dendrocygna bicolor	Animalia	Aves	1	3	1	3	1	3	1.0098163138121605	1	212
5289686	Setaria verticillata	Plantae	Liliopsida	1	3	1	3	1	3	1.0079631936824995	6	196
3171304	Mazus pumilus	Plantae	Magnoliopsida	1	3	1	1	1	1		6	220
2927744	Phlox paniculata	Plantae	Magnoliopsida	1	2	3	2	3	2		6	220
2479226	Psittacula krameri	Animalia	Aves	1	2	1	2	1	2	1.1034843824418918	1	212
2705286	Avena sterilis	Plantae	Liliopsida	1	2	1	2	1	2	0.9973837502863824	6	196
8190077	Populus canadensis	Plantae	Magnoliopsida	1	2	1	2	1	2	0.9388366956108808	6	220
5232452	Branta hutchinsii	Animalia	Aves	1	2	1	2	1	2	0.8667996439163957	1	212
5568442	Dysphania anthelmintica	Plantae	Magnoliopsida	1	2	1	1	3	3		6	220
3131614	Helichrysum italicum	Plantae	Magnoliopsida	1	1	3	3	3	3	1.0382829191671865	6	220
1017419	Oxidus gracilis	Animalia	Diplopoda	1	1	3	3	3	3		1	361
2029273	Zygina nivea	Animalia	Insecta	1	1	3	3	3	3		1	216
2177741	Hasarius adansoni	Animalia	Arachnida	1	1	3	3	3	3		1	367
2684984	Araucaria araucana	Plantae	Pinopsida	1	1	3	3	3	3		6	194
2767428	Puschkinia scilloides	Plantae	Liliopsida	1	1	3	3	3	3		6	196
2888435	Papaver bracteatum	Plantae	Magnoliopsida	1	1	3	3	3	3		6	220
2984532	Zelkova serrata	Plantae	Magnoliopsida	1	1	3	3	3	3		6	220
3104106	Sanvitalia procumbens	Plantae	Magnoliopsida	1	1	3	3	3	3		6	220
3105768	Sonchus tenerrimus	Plantae	Magnoliopsida	1	1	3	3	3	3		6	220
3190411	Ptelea trifoliata	Plantae	Magnoliopsida	1	1	3	3	3	3		6	220
5361888	Morus nigra	Plantae	Magnoliopsida	1	1	3	3	3	3		6	220
5370006	Geum ternatum	Plantae	Magnoliopsida	1	1	3	3	3	3		6	220
5371655	Halesia carolina	Plantae	Magnoliopsida	1	1	3	3	3	3		6	220
7315072	Papaver atlanticum	Plantae	Magnoliopsida	1	1	3	3	3	3		6	220
7334368	Umbilicus rupestris	Plantae	Magnoliopsida	1	1	3	3	3	3		6	220
7740617	Skimmia japonica	Plantae	Magnoliopsida	1	1	3	3	3	3		6	220
9583342	Spatula puna	Animalia	Aves	1	1	3	3	3	3		1	212
11844792	Geum ternatum ternatum	Plantae	Magnoliopsida	1	1	3	3	3	3		6	220
3189882	Acer palmatum	Plantae	Magnoliopsida	1	1	3	3	2	2		6	220
4123912	Agrostis dimorpholemma	Plantae	Liliopsida	1	1	3	3	2	2		6	196
5285635	Pinus rigida	Plantae	Pinopsida	1	1	3	3	2	2		6	194
7162908	Convolvulus tricolor	Plantae	Magnoliopsida	1	1	3	3	2	2		6	220
7332415	Chaenorhinum origanifolium	Plantae	Magnoliopsida	1	1	3	3	2	2		6	220
7332416	Chaenorhinum origanifolium origanifolium	Plantae	Magnoliopsida	1	1	3	3	2	2		6	220
1722299	Gryllodes sigillatus	Animalia	Insecta	1	1	3	3	1	1		1	216
1885213	Crocidophora butleri	Animalia	Insecta	1	1	3	3	1	1		1	216
2008616	Empicoris rubromaculatus	Animalia	Insecta	1	1	3	3	1	1		1	216
2294275	Eobania vermiculata	Animalia	Gastropoda	1	1	3	3	1	1		1	225
2493660	Estrilda astrild	Animalia	Aves	1	1	3	3	1	1		1	212
2651122	Polystichum munitum	Plantae	Polypodiopsida	1	1	3	3	1	1		6	7228684
2858501	Narcissus triandrus	Plantae	Liliopsida	1	1	3	3	1	1		6	196
2874515	Cucurbita maxima	Plantae	Magnoliopsida	1	1	3	3	1	1		6	220
2888706	Kolkwitzia amabilis	Plantae	Magnoliopsida	1	1	3	3	1	1		6	220
2889037	Rumex rugosus	Plantae	Magnoliopsida	1	1	3	3	1	1		6	220
2926042	Nonea lutea	Plantae	Magnoliopsida	1	1	3	3	1	1		6	220
2943190	Caragana arborescens	Plantae	Magnoliopsida	1	1	3	3	1	1		6	220
2963569	Styphnolobium japonicum	Plantae	Magnoliopsida	1	1	3	3	1	1		6	220
3138195	Eutrochium maculatum	Plantae	Magnoliopsida	1	1	3	3	1	1		6	220
3169756	Nerium oleander	Plantae	Magnoliopsida	1	1	3	3	1	1		6	220
4484176	Cacopsylla fulguralis	Animalia	Insecta	1	1	3	3	1	1		1	216
4487799	Tupiocoris rhododendri	Animalia	Insecta	1	1	3	3	1	1		1	216
4985072	Tricellaria inopinata	Animalia	Gymnolaemata	1	1	3	3	1	1		1	252
4990175	Rhyzobius lophanthae	Animalia	Insecta	1	1	3	3	1	1		1	216
5341548	Gilia capitata	Plantae	Magnoliopsida	1	1	3	3	1	1		6	220
5387639	Aster ageratoides	Plantae	Magnoliopsida	1	1	3	3	1	1		6	220
5415455	Acanthus mollis	Plantae	Magnoliopsida	1	1	3	3	1	1		6	220
5584240	Silene schafta	Plantae	Magnoliopsida	1	1	3	3	1	1		6	220
7433196	Euonymus latifolius	Plantae	Magnoliopsida	1	1	3	3	1	1		6	220
7768495	Phedimus stolonifer	Plantae	Magnoliopsida	1	1	3	3	1	1		6	220
9078997	Saissetia oleae	Animalia	Insecta	1	1	3	3	1	1		1	216
9254355	Lithotoma axillaris	Plantae	Magnoliopsida	1	1	3	3	1	1		6	220
2480989	Caracara plancus	Animalia	Aves	1	1	3	3	0	0		1	212
2481092	Phalcoboenus megalopterus	Animalia	Aves	1	1	3	3	0	0		1	212
2492196	Melospiza melodia	Animalia	Aves	1	1	3	3	0	0		1	212
2888622	Viburnum plicatum	Plantae	Magnoliopsida	1	1	3	3	0	0		6	220
2889010	Rumex cristatus	Plantae	Magnoliopsida	1	1	3	3	0	0		6	220
3033535	Clematis tangutica	Plantae	Magnoliopsida	1	1	3	3	0	0		6	220
3033965	Akebia quinata	Plantae	Magnoliopsida	1	1	3	3	0	0		6	220
3044912	Alyssum montanum	Plantae	Magnoliopsida	1	1	3	3	0	0		6	220
3054352	Juglans cinerea	Plantae	Magnoliopsida	1	1	3	3	0	0		6	220
7881150	Polygonatum hybridum	Plantae	Liliopsida	1	1	3	3	0	0		6	196
9480191	Mareca falcata	Animalia	Aves	1	1	3	3	0	0		1	212
2294284	Otala lactea	Animalia	Gastropoda	1	1	3	2	3	3		1	225
2855398	Galanthus elwesii	Plantae	Liliopsida	1	1	3	2	3	3		6	196
2928668	Dichondra argentea	Plantae	Magnoliopsida	1	1	3	2	3	3		6	220
3039270	Elaeagnus pungens	Plantae	Magnoliopsida	1	1	3	2	3	3		6	220
7157952	Dryopteris erythrosora	Plantae	Polypodiopsida	1	1	3	2	3	3		6	7228684
2651826	Adiantum raddianum	Plantae	Polypodiopsida	1	1	3	2	3	2		6	7228684
4559541	Sinanodonta woodiana	Animalia	Bivalvia	1	1	3	2	3	2		1	137
2480786	Theristicus melanopis	Animalia	Aves	1	1	3	2	1	1		1	212
3085420	Dianthus caryophyllus	Plantae	Magnoliopsida	1	1	3	2	1	1		6	220
3147815	Verbesina alternifolia	Plantae	Magnoliopsida	1	1	3	2	1	1		6	220
2479964	Poicephalus senegalus	Animalia	Aves	1	1	3	2	0	0		1	212
2481066	Milvago chimachima	Animalia	Aves	1	1	3	1	3	3		1	212
3003709	Rosa glauca	Plantae	Magnoliopsida	1	1	3	1	3	1	0.9501212449983928	6	220
3136320	Hieracium amplexicaule	Plantae	Magnoliopsida	1	1	3	1	3	1	0.9184235366243264	6	220
5538946	Pimpinella peregrina	Plantae	Magnoliopsida	1	1	3	1	3	1	0.8582994146119842	6	220
2873877	Linum austriacum	Plantae	Magnoliopsida	1	1	3	1	3	1	0.7648110968999564	6	220
2876049	Corylus maxima	Plantae	Magnoliopsida	1	1	3	1	2	1	0.9824384891584476	6	220
2327735	Ficopomatus enigmaticus	Animalia	Polychaeta	1	1	2	3	2	2		1	256
3189828	Aesculus parviflora	Plantae	Magnoliopsida	1	1	2	3	2	2		6	220
5284950	Picea omorika	Plantae	Pinopsida	1	1	2	3	2	2		6	194
8946295	Pontastacus leptodactylus	Animalia	Malacostraca	1	1	2	3	2	2		1	229
3172348	Fraxinus pennsylvanica	Plantae	Magnoliopsida	1	1	2	3	1	3	1.0007851125487437	6	220
2091932	Pulvinaria hydrangeae	Animalia	Insecta	1	1	2	3	1	1		1	216
3034015	Laurus nobilis	Plantae	Magnoliopsida	1	1	2	3	1	1		6	220
5406741	Sida spinosa	Plantae	Magnoliopsida	1	1	2	3	1	1		6	220
2174528	Saitis barbipes	Animalia	Arachnida	1	1	2	2	3	3		1	367
2362030	Ctenopharyngodon idella	Animalia		1	1	2	2	3	3		1	
2498335	Cygnus melancoryphus	Animalia	Aves	1	1	2	2	3	3		1	212
2501248	Mnemiopsis leidyi	Animalia	Tentaculata	1	1	2	2	3	3		1	365
2701831	Juncus dudleyi	Plantae	Liliopsida	1	1	2	2	3	3		6	196
2739071	Trachycarpus fortunei	Plantae	Liliopsida	1	1	2	2	3	3		6	196
2767275	Scilla forbesii	Plantae	Liliopsida	1	1	2	2	3	3		6	196
3033261	Anemone coronaria	Plantae	Magnoliopsida	1	1	2	2	3	3		6	220
3133887	Coreopsis verticillata	Plantae	Magnoliopsida	1	1	2	2	3	3		6	220
3169331	Lysimachia clethroides	Plantae	Magnoliopsida	1	1	2	2	3	3		6	220
3924221	Helleborus argutifolius	Plantae	Magnoliopsida	1	1	2	2	3	3		6	220
4565061	Cernuella neglecta	Animalia	Gastropoda	1	1	2	2	3	3		1	225
5232432	Cereopsis novaehollandiae	Animalia	Aves	1	1	2	2	3	3		1	212
5377163	Iberis amara	Plantae	Magnoliopsida	1	1	2	2	3	3		6	220
5828216	Cenchrus flaccidus	Plantae	Liliopsida	1	1	2	2	3	3		6	196
7172831	Phedimus aizoon	Plantae	Magnoliopsida	1	1	2	2	3	3		6	220
2765156	Tradescantia fluminensis	Plantae	Liliopsida	1	1	2	2	3	2		6	196
5229204	Eudocimus ruber	Animalia	Aves	1	1	2	2	3	2		1	212
5598598	Lonicera acuminata	Plantae	Magnoliopsida	1	1	2	2	3	2		6	220
2440954	Cervus nippon	Animalia	Mammalia	1	1	2	2	2	3		1	359
2747718	Crocus speciosus	Plantae	Liliopsida	1	1	2	2	2	3		6	196
3666059	Oenothera glazioviana rubricalyx	Plantae	Magnoliopsida	1	1	2	2	2	3		6	220
7158449	Polystichum polyblepharon	Plantae	Polypodiopsida	1	1	2	2	2	3		6	7228684
2440196	Macropus rufogriseus	Animalia	Mammalia	1	1	2	2	2	2		1	359
2702058	Juncus anthelatus	Plantae	Liliopsida	1	1	2	2	2	2		6	196
2704194	Poa infirma	Plantae	Liliopsida	1	1	2	2	2	2		6	196
2927727	Phlox subulata	Plantae	Magnoliopsida	1	1	2	2	2	2		6	220
3022609	Prunus serrulata	Plantae	Magnoliopsida	1	1	2	2	2	2		6	220
3045803	Cardamine graeca	Plantae	Magnoliopsida	1	1	2	2	2	2		6	220
3064221	Euphorbia serpens	Plantae	Magnoliopsida	1	1	2	2	2	2		6	220
5189713	Menetus dilatatus	Animalia	Gastropoda	1	1	2	2	2	2		1	225
5300716	Fritillaria imperialis	Plantae	Liliopsida	1	1	2	2	2	2		6	196
5330085	Wolffia columbiana	Plantae	Liliopsida	1	1	2	2	2	2		6	196
5354707	Cytisus striatus	Plantae	Magnoliopsida	1	1	2	2	2	2		6	220
5545159	Ludwigia peploides montevidensis	Plantae	Magnoliopsida	1	1	2	2	2	2		6	220
7272185	Rosa carolina carolina	Plantae	Magnoliopsida	1	1	2	2	2	2		6	220
2220347	Limnomysis benedeni	Animalia	Malacostraca	1	1	2	2	1	1		1	229
2474936	Anthropoides virgo	Animalia	Aves	1	1	2	2	1	1		1	212
2498393	Dendrocygna autumnalis	Animalia	Aves	1	1	2	2	1	1		1	212
2772082	Muscari latifolium	Plantae	Liliopsida	1	1	2	2	1	1		6	196
2984306	Gunnera tinctoria	Plantae	Magnoliopsida	1	1	2	2	1	1		6	220
3112361	Cynara scolymus	Plantae	Magnoliopsida	1	1	2	2	1	1		6	220
5303040	Thalia dealbata	Plantae	Liliopsida	1	1	2	2	1	1		6	196
5671747	Cenchrus alopecuroides	Plantae	Liliopsida	1	1	2	2	1	1		6	196
5712981	Coccus hesperidum	Animalia	Insecta	1	1	2	2	1	1		1	216
2215949	Melita nitida	Animalia	Malacostraca	1	1	2	2	0	0		1	229
2985863	Hylotelephium spectabile	Plantae	Magnoliopsida	1	1	2	2	0	0		6	220
7319302	Dryopteris cycadina	Plantae	Polypodiopsida	1	1	2	2	0	0		6	7228684
7901010	Rumex obtusifolius sylvestris	Plantae	Magnoliopsida	1	1	2	2	0	0		6	220
8993502	Silene italica	Plantae	Magnoliopsida	1	1	2	2	0	0		6	220
3036892	Aralia elata	Plantae	Magnoliopsida	1	1	2	1	3	1	0.9339063012795686	6	220
2869311	Lysichiton americanus	Plantae	Liliopsida	1	1	2	1	3	1	0.9298990692185185	6	196
2706026	Miscanthus sinensis	Plantae	Liliopsida	1	1	2	1	3	1	0.8884577661134158	6	196
2474051	Alectoris rufa	Animalia	Aves	1	1	2	1	3	1	0.8855041271620487	1	212
2913169	Galium parisiense	Plantae	Magnoliopsida	1	1	2	1	3	1	0.6030572898341632	6	220
5289666	Setaria faberi	Plantae	Liliopsida	1	1	2	1	2	1	0.9648386505579076	6	196
4259350	Tilia tomentosa	Plantae	Magnoliopsida	1	1	2	1	2	1	0.9634416837582899	6	220
3172059	Veronica spicata	Plantae	Magnoliopsida	1	1	2	1	2	1	0.9617291907367767	6	220
2686157	Larix kaempferi	Plantae	Pinopsida	1	1	2	1	2	1	0.9215412759787025	6	194
3026107	Cotoneaster simonsii	Plantae	Magnoliopsida	1	1	2	1	2	1	0.8929186324353461	6	220
2880580	Quercus cerris	Plantae	Magnoliopsida	1	1	2	1	2	1	0.8533298838982948	6	220
4038485	Reynoutria bohemica	Plantae	Magnoliopsida	1	1	2	1	2	1	0.79168234967555	6	220
3666776	Oenothera ersteinensis	Plantae	Magnoliopsida	1	1	2	1	2	1	0.7650989500033842	6	220
5361762	Myriophyllum heterophyllum	Plantae	Magnoliopsida	1	1	2	1	2	1	0.7178239370466254	6	220
4382841	Hemigrapsus takanoi	Animalia	Malacostraca	1	1	2	1	2	1	0.671683272892505	1	229
2498161	Anser rossii	Animalia	Aves	1	1	2	1	1	1	0.8295783533938365	1	212
7738766	Miscanthus sacchariflorus	Plantae	Liliopsida	1	1	2	1	1	1	0.6778953340737625	6	196
2498181	Netta peposaca	Animalia	Aves	1	1	2	1	1	1		1	212
2436940	Oryctolagus cuniculus	Animalia	Mammalia	1	1	1	3	1	3	1.0085037085381068	1	359
2705090	Panicum miliaceum	Plantae	Liliopsida	1	1	1	3	1	3	1.0040891540305743	6	196
8313153	Quercus palustris	Plantae	Magnoliopsida	1	1	1	3	1	3	1.0019551997865623	6	220
2498163	Anser canagicus	Animalia	Aves	1	1	1	1	3	3	0.9944618774606698	1	212
2286388	Mulinia lateralis	Animalia	Bivalvia	1	1	1	1	3	3		1	137
2441905	Chelydra serpentina	Animalia	Testudines	1	1	1	1	3	3		1	11418114
2474029	Alectoris chukar	Animalia	Aves	1	1	1	1	3	3		1	212
2474416	Porphyrio porphyrio	Animalia	Aves	1	1	1	1	3	3		1	212
2479686	Trichoglossus haematodus	Animalia	Aves	1	1	1	1	3	3		1	212
2480075	Eclectus roratus	Animalia	Aves	1	1	1	1	3	3		1	212
2480089	Psephotus haematonotus	Animalia	Aves	1	1	1	1	3	3		1	212
2495134	Dromaius novaehollandiae	Animalia	Aves	1	1	1	1	3	3		1	212
2498007	Tadorna tadornoides	Animalia	Aves	1	1	1	1	3	3		1	212
2498065	Anas flavirostris	Animalia	Aves	1	1	1	1	3	3		1	212
2701879	Juncus striatus	Plantae	Liliopsida	1	1	1	1	3	3		6	196
2858909	Narcissus jonquilla	Plantae	Liliopsida	1	1	1	1	3	3		6	196
2889304	Persicaria capitata	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
2927303	Lavandula stoechas	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
2928034	Nemophila maculata	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
3022668	Prunus virginiana	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
3032653	Heuchera sanguinea	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
3039046	Fatsia japonica	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
3064669	Euphorbia myrsinites	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
3096529	Mauranthemum paludosum	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
3169120	Euonymus alatus	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
3646556	Pterostyrax hispidus	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
4046493	Polystichum luctuosum	Plantae	Polypodiopsida	1	1	1	1	3	3		6	7228684
4121791	Molinia arundinacea	Plantae	Liliopsida	1	1	1	1	3	3		6	196
5199161	Hypania invalida	Animalia	Polychaeta	1	1	1	1	3	3		1	256
5329263	Elodea densa	Plantae	Liliopsida	1	1	1	1	3	3		6	196
5334527	Limnanthes douglasii	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
5363627	Aronia melanocarpa	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
5373160	Malcolmia flexuosa	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
5377378	Matthiola incana (L.) W.T.Aiton	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
5403541	Crepis bursifolia	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
5415054	Forsythia intermedia	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
6157035	Trachemys scripta troostii	Animalia	Testudines	1	1	1	1	3	3		1	11418114
7225712	Calystegia silvatica silvatica	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
7227181	Carex muricata muricata	Plantae	Liliopsida	1	1	1	1	3	3		6	196
7325877	Fraxinus angustifolia	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
7564934	Odontites jaubertianus	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
8133114	Aster amellus	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
8358048	Potentilla recta obscura	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
9228211	Graptemys pseudogeographica	Animalia	Testudines	1	1	1	1	3	3		1	11418114
9771172	Valerianella locusta locusta	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
10786206	Rhaphiolepis bibas	Plantae	Magnoliopsida	1	1	1	1	3	3		6	220
2362473	Hypophthalmichthys molitrix	Animalia		1	1	1	1	3	2		1	
7190901	Graptemys pseudogeographica pseudogeographica	Animalia	Testudines	1	1	1	1	3	2		1	11418114
7263145	Acer rufinerve	Plantae	Magnoliopsida	1	1	1	1	3	2		6	220
9345027	Spatula cyanoptera	Animalia	Aves	1	1	1	1	3	1	0.8247707123520066	1	212
8342911	Papaver setiferum	Plantae	Magnoliopsida	1	1	1	1	3	1	0.68718723008042	6	220
3170247	Asclepias syriaca	Plantae	Magnoliopsida	1	1	1	1	2	3		6	220
3814157	Eudianthe coeli-rosa	Plantae	Magnoliopsida	1	1	1	1	2	3		6	220
2037991	Liguropia juniperi	Animalia	Insecta	1	1	1	1	2	2		1	216
2437619	Dolichotis patagonum	Animalia	Mammalia	1	1	1	1	2	2		1	359
2480766	Threskiornis spinicollis	Animalia	Aves	1	1	1	1	2	2		1	212
2493698	Amandava amandava	Animalia	Aves	1	1	1	1	2	2		1	212
2684178	Thuja occidentalis	Plantae	Pinopsida	1	1	1	1	2	2		6	194
2685484	Abies alba	Plantae	Pinopsida	1	1	1	1	2	2		6	194
2687182	Tsuga canadensis	Plantae	Pinopsida	1	1	1	1	2	2		6	194
2717467	Eleocharis obtusa	Plantae	Liliopsida	1	1	1	1	2	2		6	196
2722515	Carex morrowii	Plantae	Liliopsida	1	1	1	1	2	2		6	196
2726538	Carex muskingumensis	Plantae	Liliopsida	1	1	1	1	2	2		6	196
2868827	Zantedeschia aethiopica	Plantae	Liliopsida	1	1	1	1	2	2		6	196
2888867	Rheum rhabarbarum	Plantae	Magnoliopsida	1	1	1	1	2	2		6	220
3015457	Crataegus persimilis	Plantae	Magnoliopsida	1	1	1	1	2	2		6	220
3082279	Ceratostigma plumbaginoides	Plantae	Magnoliopsida	1	1	1	1	2	2		6	220
3197314	Sargassum muticum	Chromista	Phaeophyceae	1	1	1	1	2	2		4	7073593
3933415	Malva multiflora	Plantae	Magnoliopsida	1	1	1	1	2	2		6	220
4201695	Phedimus hybridus	Plantae	Magnoliopsida	1	1	1	1	2	2		6	220
5229128	Himantopus mexicanus	Animalia	Aves	1	1	1	1	2	2		1	212
5229203	Bostrychia hagedash	Animalia	Aves	1	1	1	1	2	2		1	212
5304187	Triteleia laxa	Plantae	Liliopsida	1	1	1	1	2	2		6	196
5356541	Lathyrus heterophyllus	Plantae	Magnoliopsida	1	1	1	1	2	2		6	220
5701337	Dahlia cultorum	Plantae	Magnoliopsida	1	1	1	1	2	2		6	220
7420038	Prunella grandiflora	Plantae	Magnoliopsida	1	1	1	1	2	2		6	220
7818643	Prunus armeniaca	Plantae	Magnoliopsida	1	1	1	1	2	2		6	220
8149049	Wisteria sinensis	Plantae	Magnoliopsida	1	1	1	1	2	2		6	220
9235549	Sibirionetta formosa	Animalia	Aves	1	1	1	1	2	2		1	212
9376410	Delosperma cooperi	Plantae	Magnoliopsida	1	1	1	1	2	2		6	220
9450106	Anas poecilorhyncha	Animalia	Aves	1	1	1	1	2	2		1	212
2498010	Tadorna cana	Animalia	Aves	1	1	1	1	2	1	0.8212104036301296	1	212
3036033	Hedera colchica	Plantae	Magnoliopsida	1	1	1	1	2	1	0.7142948607423626	6	220
3083680	Atriplex micrantha	Plantae	Magnoliopsida	1	1	1	1	2	0	0.4369846061716076	6	220
5289503	Typha laxmannii	Plantae	Liliopsida	1	1	1	1	1	2		6	196
5362004	Sedum sarmentosum	Plantae	Magnoliopsida	1	1	1	1	1	1	0.9935443343220027	6	220
3128225	Centaurea nigra	Plantae	Magnoliopsida	1	1	1	1	1	1	0.989680379968032	6	220
3189866	Acer negundo	Plantae	Magnoliopsida	1	1	1	1	1	1	0.9850585389457578	6	220
3012089	Sorbaria sorbifolia	Plantae	Magnoliopsida	1	1	1	1	1	1	0.9732452780593278	6	220
4129181	Festuca ambigua	Plantae	Liliopsida	1	1	1	1	1	1	0.9709277216919718	6	196
2867614	Lemna minuta	Plantae	Liliopsida	1	1	1	1	1	1	0.9629191405968114	6	196
2498090	Anas bahamensis	Animalia	Aves	1	1	1	1	1	1	0.9555319550289006	1	212
3033077	Aucuba japonica	Plantae	Magnoliopsida	1	1	1	1	1	1	0.9152469240298289	6	220
2479329	Platycercus eximius	Animalia	Aves	1	1	1	1	1	1	0.8721825701659944	1	212
7315286	Fumaria muralis	Plantae	Magnoliopsida	1	1	1	1	1	1	0.8657862942184197	6	220
7978544	Hydrocotyle ranunculoides	Plantae	Magnoliopsida	1	1	1	1	1	1	0.8655974136618145	6	220
2219863	Gammarus tigrinus	Animalia	Malacostraca	1	1	1	1	1	1	0.8304542638880439	1	229
5372614	Salix eriocephala	Plantae	Magnoliopsida	1	1	1	1	1	1	0.8252379290166408	6	220
1309600	Andricus kollari	Animalia	Insecta	1	1	1	1	1	1	0.7939202011416383	1	216
5582033	Salix udensis	Plantae	Magnoliopsida	1	1	1	1	1	1	0.7800626989519901	6	220
4497054	Andricus lignicolus	Animalia	Insecta	1	1	1	1	1	1	0.5761658523161386	1	216
2020686	Stephanitis takeyai	Animalia	Insecta	1	1	1	1	1	1	0.5342068871329348	1	216
2367919	Misgurnus anguillicaudatus	Animalia		1	1	1	1	1	1	9.137427485374975e-15	1	
1309652	Dryocosmus kuriphilus	Animalia	Insecta	1	1	1	1	1	1		1	216
1411953	Carausius morosus	Animalia	Insecta	1	1	1	1	1	1		1	216
1450317	Telmatogeton japonicus	Animalia	Insecta	1	1	1	1	1	1		1	216
1551754	Phytomyza jucunda	Animalia	Insecta	1	1	1	1	1	1		1	216
1577153	Hermetia illucens	Animalia	Insecta	1	1	1	1	1	1		1	216
1891245	Sufetula diminutalis	Animalia	Insecta	1	1	1	1	1	1		1	216
1941864	Paysandisia archon	Animalia	Insecta	1	1	1	1	1	1		1	216
1995681	Blaptica dubia	Animalia	Insecta	1	1	1	1	1	1		1	216
2077985	Impatientinum asiaticum	Animalia	Insecta	1	1	1	1	1	1		1	216
2204831	Synidotea laticauda	Animalia	Malacostraca	1	1	1	1	1	1		1	229
2211599	Ianiropsis serricaudis	Animalia	Malacostraca	1	1	1	1	1	1		1	229
2217982	Crangonyx pseudogracilis	Animalia	Malacostraca	1	1	1	1	1	1		1	229
2234836	Daphnia ambigua	Animalia	Branchiopoda	1	1	1	1	1	1		1	281
